ID,Matemática,Física,Biologia,Química,Língua Portuguesa,Língua Inglesa,Artes,Filosofia,Redação,História,Geografia
3968,8.67,8.5,7.92,8.42,7.17,7.67,6.33,7.5,7.67,7.58,7.25
3969,7.83,8.5,7.33,8.25,7.17,8.17,7.75,7.25,7.5,7.08,7.67
3970,8.42,8.42,7.75,8.5,7.33,8.33,8.67,6.83,7.42,5.92,8.25
3971,8.33,8.25,7.5,8.5,6.92,6.75,7.5,7.58,7.25,7.67,6.67
3972,8.67,8.42,8.5,8.42,7.67,6.83,7.92,8.17,8.0,7.5,6.75
3973,8.5,8.08,7.58,8.67,7.58,7.67,7.08,7.42,7.42,8.25,7.58
3974,8.42,8.67,7.0,8.33,6.92,7.83,7.25,7.25,7.58,6.92,7.5
3975,8.58,8.83,7.0,7.92,7.17,7.17,7.33,7.5,7.58,8.25,7.25
3976,8.0,8.83,8.33,8.83,7.5,7.42,8.25,8.0,7.67,7.5,6.5
3977,8.33,8.67,6.92,8.42,7.5,7.42,7.67,7.25,7.5,7.25,8.08
3978,7.92,8.08,7.42,8.92,7.83,7.0,7.0,7.25,7.33,7.67,7.75
3979,8.42,8.92,8.08,9.25,7.33,7.75,7.08,7.25,8.5,7.5,7.83
3980,8.25,8.08,8.0,8.08,7.83,7.17,7.42,7.92,7.17,7.67,7.83
3981,8.67,8.42,7.42,8.33,8.5,6.92,7.17,7.33,8.25,7.17,7.25
3982,9.25,8.33,7.08,8.42,7.5,7.5,6.75,7.67,7.17,7.25,7.5
3983,8.42,8.0,8.0,8.58,7.42,7.17,7.75,6.83,7.5,7.0,7.17
3984,8.5,8.42,8.25,9.17,7.75,7.33,7.42,8.25,7.0,6.5,7.33
3985,8.5,8.42,6.75,8.92,8.75,6.75,7.67,7.58,7.5,7.08,6.75
3986,8.83,8.67,7.58,7.67,7.58,8.25,8.08,8.17,7.75,7.25,6.67
3987,9.0,8.33,7.08,8.42,7.0,6.25,7.58,7.75,6.83,7.42,7.33
3988,8.58,8.58,7.83,8.58,7.58,8.25,7.17,8.0,7.83,6.58,8.58
3989,8.08,8.25,7.08,8.08,7.83,7.58,7.83,6.25,8.67,7.58,7.58
3990,8.33,8.83,7.08,8.33,7.17,7.33,7.5,7.5,6.67,7.08,7.0
3991,8.67,8.75,7.75,8.75,7.42,7.42,6.42,8.17,7.08,7.17,6.42
3992,8.67,8.33,7.75,8.42,7.33,6.92,8.0,7.33,7.83,7.83,7.5
3993,8.25,7.83,7.58,8.25,7.08,7.5,7.83,7.33,7.17,8.25,7.42
3994,8.75,7.92,7.08,8.58,7.58,7.67,7.25,7.92,7.33,6.83,7.5
3995,8.25,8.75,7.67,8.58,7.5,7.92,7.33,7.0,7.83,7.67,7.17
3996,8.5,8.25,7.33,8.33,7.42,8.33,7.83,7.08,7.92,7.83,6.92
3997,8.67,8.75,7.08,8.67,7.42,7.42,7.5,7.75,7.58,7.08,7.25
3998,8.92,8.42,7.5,8.92,7.75,8.25,8.08,7.83,6.75,7.42,8.0
3999,8.33,8.58,7.42,8.42,8.08,6.92,7.25,7.83,7.17,7.83,6.92
4000,8.5,8.5,7.83,8.5,7.67,7.5,8.08,6.92,6.75,7.75,7.0
4001,9.08,8.67,6.5,8.17,7.33,6.92,6.83,7.83,7.0,8.17,7.92
4002,8.17,8.75,7.42,8.67,7.17,8.25,7.0,8.0,7.58,7.42,7.0
4003,8.67,8.42,6.83,8.17,7.0,7.17,7.83,6.67,7.0,7.25,7.08
4004,9.0,8.42,8.25,8.17,7.83,7.33,7.25,7.5,7.33,8.17,8.58
4005,8.83,8.5,6.75,8.67,7.08,7.67,6.67,7.17,7.17,7.33,7.75
4006,8.17,8.25,6.92,8.42,7.92,6.5,8.58,7.92,7.33,7.33,7.08
4007,8.42,8.0,7.67,8.17,7.67,8.42,6.83,7.08,7.25,7.0,6.92
4008,7.75,8.33,6.83,8.08,7.17,8.08,8.0,7.58,6.92,7.67,7.67
4009,7.58,8.58,7.58,8.58,7.17,7.42,8.17,7.83,7.0,7.83,6.83
4010,8.83,8.58,6.75,9.25,7.08,7.42,7.58,7.5,7.33,6.83,7.0
4011,8.5,8.83,8.83,8.58,7.08,7.17,7.42,7.25,6.92,7.42,7.08
4012,8.42,8.67,6.75,8.83,7.42,7.67,7.58,6.83,8.0,6.75,7.58
4013,8.67,9.42,7.33,8.5,7.67,7.08,6.83,7.17,7.08,8.0,7.42
4014,8.25,8.67,7.58,8.33,8.58,6.67,7.75,7.33,7.83,7.25,8.17
4015,8.42,8.17,8.17,9.0,8.67,8.08,7.83,7.75,7.75,6.67,6.75
4016,8.25,8.75,7.25,8.92,7.83,7.92,8.17,7.58,7.42,7.0,8.17
4017,8.75,8.58,6.75,8.5,7.75,7.42,7.83,7.75,7.83,8.08,7.33
4018,8.42,8.67,7.75,9.0,8.25,7.75,7.17,7.75,7.83,7.0,8.25
4019,8.92,8.58,7.33,8.33,7.25,7.92,7.75,8.17,8.0,7.5,8.17
4020,8.5,8.75,7.5,8.58,7.0,7.83,8.42,7.75,7.58,7.92,7.25
4021,8.58,7.92,7.17,8.83,7.67,8.0,7.83,7.92,7.75,7.42,7.5
4022,8.58,8.67,7.5,8.25,6.58,6.92,7.08,7.58,7.17,7.25,7.25
4023,9.17,9.08,7.0,9.0,8.0,7.42,8.17,8.0,7.58,7.5,7.33
4024,8.42,8.25,8.42,8.58,7.5,7.17,6.92,7.5,7.42,7.25,7.17
4025,9.0,8.33,7.5,8.83,7.42,8.17,7.0,7.17,7.17,7.5,7.67
4026,8.5,8.42,7.17,8.5,7.08,7.58,8.17,7.5,6.5,7.67,7.08
4027,8.17,8.42,7.33,8.5,6.42,7.83,7.08,6.83,8.08,8.33,7.67
4028,8.75,8.92,8.08,8.67,7.33,8.0,6.25,8.25,7.92,7.17,7.08
4029,8.58,7.75,7.75,8.75,7.42,6.83,7.17,7.5,7.42,7.33,6.58
4030,9.0,8.33,7.67,8.5,7.33,7.83,7.58,7.25,8.17,8.08,7.08
4031,8.42,8.25,6.92,8.75,7.67,7.25,6.67,7.42,8.25,7.42,6.75
4032,7.83,8.58,7.92,8.42,6.75,7.67,8.08,7.92,7.08,7.92,7.25
4033,8.58,8.17,8.0,8.83,7.58,7.08,7.58,7.67,7.25,7.17,6.92
4034,8.5,7.67,7.42,8.5,7.67,7.17,8.08,8.08,7.25,8.25,8.08
4035,8.33,8.17,7.58,9.17,7.58,7.17,7.75,7.67,7.33,8.5,7.25
4036,7.83,8.5,7.5,8.75,7.08,7.42,7.17,7.92,7.08,7.42,7.17
4037,8.0,9.08,8.42,9.17,7.67,7.67,8.17,7.83,8.08,8.17,7.5
4038,8.42,8.67,7.0,8.42,8.33,6.92,6.67,6.42,7.92,8.08,7.0
4039,9.0,8.42,8.08,8.42,6.83,7.25,7.0,8.0,7.92,7.83,8.42
4040,8.5,8.67,7.83,8.33,7.5,7.08,7.08,7.5,8.08,7.25,7.17
4041,9.08,8.92,6.92,8.42,7.75,8.5,8.0,7.17,7.83,7.67,8.17
4042,8.58,8.08,7.25,8.42,6.75,7.58,7.83,6.75,7.75,7.83,8.17
4043,8.5,8.67,7.92,8.42,7.58,6.75,7.33,6.92,7.92,6.83,7.5
4044,8.33,8.17,7.75,9.08,7.33,6.92,7.33,7.58,7.5,7.58,7.67
4045,8.25,8.42,7.83,8.92,7.17,7.5,7.5,7.33,7.5,7.92,8.0
4046,8.58,8.25,8.83,8.58,7.33,6.67,7.58,8.17,7.75,7.33,7.83
4047,8.25,8.67,7.33,8.83,8.17,8.17,7.42,7.92,7.17,7.0,8.58
4048,9.0,7.92,8.75,8.25,7.42,8.42,6.08,8.0,6.75,8.75,6.83
4049,8.25,8.0,7.58,8.5,8.0,7.33,7.92,7.5,7.67,8.42,8.17
4050,8.75,8.33,7.67,8.0,7.42,8.17,7.5,7.92,7.67,7.0,7.67
4051,8.75,8.08,8.17,9.08,7.17,7.67,7.92,6.83,7.5,7.5,6.58
4052,8.67,8.5,7.33,8.67,8.33,7.17,7.67,7.67,8.0,7.33,7.58
4053,8.58,8.17,7.58,8.67,7.0,8.08,7.67,7.75,6.58,7.25,7.67
4054,8.67,8.42,7.92,8.5,7.75,8.58,7.08,7.92,6.92,7.08,7.42
4055,8.67,9.08,6.67,9.0,7.17,8.0,7.92,8.25,7.83,7.67,7.17
4056,8.33,8.08,7.33,8.58,7.67,7.0,7.5,7.5,7.33,7.67,8.0
4057,8.58,8.25,8.0,8.75,6.58,7.5,7.0,8.17,7.0,7.08,7.67
4058,8.5,8.17,8.08,8.08,7.92,7.0,7.08,7.25,7.08,7.25,6.92
4059,8.58,8.33,7.92,8.75,6.83,7.92,7.17,7.92,7.33,7.17,7.5
4060,8.92,8.33,7.0,8.67,7.5,6.0,8.25,8.0,7.92,7.75,7.75
4061,8.33,8.08,6.92,8.33,8.0,7.33,6.83,7.25,7.67,7.08,8.5
4062,8.58,8.0,8.08,8.0,8.25,7.58,7.42,8.42,8.25,6.75,7.0
4063,8.42,8.25,7.75,7.83,8.33,7.58,7.17,7.83,7.5,6.67,7.75
4064,8.5,8.08,7.75,8.67,7.58,7.17,7.0,7.67,8.42,8.25,6.92
4065,8.5,8.67,6.58,8.25,7.83,7.0,7.33,7.75,8.0,6.58,7.33
4066,8.33,8.25,7.5,8.67,7.58,8.0,6.92,6.75,7.42,7.67,7.25
4067,8.08,9.25,6.83,8.67,8.0,7.5,6.92,7.58,8.25,6.33,7.25
4068,8.25,8.5,8.08,8.83,8.17,7.42,7.17,7.5,7.42,6.92,7.42
4069,7.83,8.5,7.67,8.5,7.33,7.67,6.92,7.08,7.08,7.58,7.33
4070,7.67,8.92,8.33,8.25,7.42,8.08,7.67,6.5,8.08,7.75,7.25
4071,8.0,8.67,8.25,8.83,7.42,7.33,7.83,6.83,7.75,7.92,8.0
4072,8.58,8.92,6.58,8.33,7.83,7.25,8.42,7.92,7.58,7.92,7.08
4073,7.83,7.83,7.5,8.25,8.42,7.92,6.75,8.42,7.75,8.17,7.5
4074,8.0,8.08,7.08,8.83,7.58,7.42,6.33,7.5,7.0,7.17,7.33
4075,8.33,8.75,7.83,8.08,8.17,7.33,7.92,7.33,7.67,7.83,7.75
4076,8.25,8.67,7.67,8.25,7.33,7.33,8.25,8.25,7.92,8.5,6.92
4077,8.42,8.67,7.92,8.5,6.33,7.92,7.5,6.92,7.58,7.42,6.58
4078,8.0,8.58,6.58,8.08,6.92,7.0,7.75,7.25,8.33,7.17,7.0
4079,8.5,8.92,8.08,8.83,7.17,6.83,7.33,7.17,7.67,8.17,6.83
4080,8.33,8.17,8.33,8.17,7.25,7.17,7.42,7.33,7.75,7.75,8.25
4081,9.08,8.58,7.42,8.08,7.67,6.58,6.92,6.83,7.75,8.33,6.92
4082,8.42,8.67,6.75,8.17,7.58,7.33,7.75,7.75,7.08,6.92,6.92
4083,8.92,8.33,7.92,8.75,7.08,7.83,6.92,8.0,7.17,8.25,8.33
4084,8.33,8.17,8.08,7.92,7.92,7.5,7.67,7.58,8.25,8.08,6.67
4085,8.83,8.67,7.42,8.5,7.75,6.92,7.33,7.25,8.0,7.25,7.67
4086,8.17,8.58,8.83,8.08,7.75,7.42,7.67,7.17,8.5,7.08,7.58
4087,8.42,8.75,7.25,8.58,7.25,8.0,8.17,7.67,6.92,7.33,8.08
4088,8.33,8.67,7.0,8.5,7.5,7.92,7.0,8.0,8.0,7.42,7.0
4089,8.58,8.0,8.08,8.25,8.08,7.83,8.0,7.42,7.0,7.33,7.58
4090,9.33,8.58,7.0,8.42,7.08,7.33,6.92,7.67,7.08,6.92,7.08
4091,8.25,8.08,7.42,8.25,8.17,7.67,6.92,7.92,7.67,8.0,6.83
4092,8.58,8.58,7.92,8.75,7.25,7.5,7.75,7.17,7.5,7.67,8.25
4093,8.33,8.92,7.25,8.75,7.83,7.75,7.08,8.58,7.67,7.42,8.08
4094,8.5,8.83,7.25,8.17,7.5,7.58,6.75,8.0,7.83,7.08,7.42
4095,8.92,8.67,7.92,8.83,7.42,7.17,7.17,8.58,8.58,7.92,7.58
4096,8.42,8.25,6.67,8.58,8.08,7.0,8.08,7.25,7.92,7.58,7.08
4097,8.5,8.67,7.33,8.33,7.5,7.75,8.17,7.58,7.58,7.5,7.33
4098,8.17,8.5,7.33,8.58,7.33,7.67,6.58,7.0,7.5,8.08,7.92
4099,8.67,8.5,7.08,8.25,7.58,7.08,7.83,7.42,8.25,7.33,8.25
4100,8.25,8.33,6.75,8.5,8.0,8.0,6.92,6.67,7.75,7.17,7.17
4101,8.17,8.25,7.25,8.33,7.33,8.42,7.42,7.5,7.92,7.0,7.75
4102,8.75,8.75,7.5,8.58,6.25,6.83,7.33,7.42,7.0,7.83,7.58
4103,8.58,8.83,7.67,8.25,7.25,8.17,7.17,7.5,7.33,7.58,6.92
4104,8.75,8.25,7.83,8.33,7.42,7.67,8.17,8.25,8.17,7.92,7.25
4105,8.33,8.75,7.33,8.08,7.42,7.83,6.58,7.25,7.5,7.75,6.83
4106,8.5,8.33,7.42,8.58,8.42,7.42,7.08,7.33,7.42,8.33,7.58
4107,8.58,8.42,8.0,7.83,8.0,7.58,7.0,8.17,7.83,6.58,7.67
4108,8.58,8.75,7.83,8.92,7.17,7.33,7.58,8.17,8.0,7.67,7.83
4109,8.58,8.33,7.25,8.0,8.0,6.75,7.42,7.17,6.92,7.67,7.33
4110,8.33,8.42,7.0,8.33,7.33,7.67,7.17,7.58,7.42,7.67,7.67
4111,8.58,8.58,7.83,8.17,7.75,7.58,8.0,7.17,8.17,6.92,7.92
4112,8.17,8.25,7.42,7.92,7.42,6.92,8.0,7.33,7.08,7.92,7.25
4113,8.08,8.25,6.83,8.92,7.58,7.67,6.83,7.25,8.08,8.17,7.33
4114,8.83,8.58,8.33,8.58,6.17,8.08,7.42,7.92,6.92,7.75,8.42
4115,8.5,8.83,7.25,8.75,8.17,7.33,7.25,6.83,7.42,7.58,7.5
4116,9.33,9.25,8.08,8.58,7.92,7.08,7.25,7.17,7.75,7.17,8.17
4117,8.75,8.5,7.33,7.67,6.0,7.67,7.0,7.33,7.58,7.08,7.08
4118,8.17,8.25,7.83,8.75,6.83,7.5,8.33,7.5,7.92,7.5,8.17
4119,8.5,8.58,7.42,8.42,6.83,7.92,7.42,7.83,7.83,7.42,7.5
4120,8.58,8.5,8.0,8.67,7.17,6.83,7.0,7.67,8.5,7.0,7.5
4121,8.67,8.67,7.67,8.75,7.83,7.0,8.17,7.83,7.92,8.08,6.67
4122,9.25,7.92,8.33,8.42,8.25,7.25,7.17,8.42,7.42,7.0,7.25
4123,8.58,8.83,7.42,8.25,7.75,6.83,6.75,6.75,7.5,7.83,7.58
4124,8.25,8.67,7.58,8.08,8.0,7.17,8.33,7.58,7.42,7.83,7.25
4125,8.58,8.0,8.0,8.25,8.17,7.17,6.25,6.83,7.67,7.25,7.58
4126,8.58,8.25,7.33,9.0,7.25,7.83,7.25,8.08,7.17,8.25,7.33
4127,8.58,8.58,7.67,8.0,7.08,7.17,7.42,6.17,7.92,7.25,8.17
4128,8.58,9.17,8.08,8.67,7.0,7.5,8.08,7.42,6.83,7.25,7.83
4129,9.0,8.42,7.17,8.25,7.0,7.17,7.92,7.58,8.25,7.42,7.83
4130,8.75,8.25,7.42,8.58,7.92,7.67,7.17,7.0,7.08,7.5,8.17
4131,8.5,8.17,7.33,9.25,7.83,8.33,6.75,8.25,7.42,6.92,8.5
4132,9.0,9.08,7.33,9.17,6.83,7.58,7.83,7.0,7.42,7.58,7.08
4133,8.67,8.5,6.58,8.83,7.33,7.5,6.75,7.83,7.75,7.92,7.5
4134,8.58,8.83,8.0,8.5,7.75,8.0,6.75,7.08,7.5,7.42,7.33
4135,8.25,8.58,8.08,8.17,8.08,8.42,9.08,8.75,7.42,7.25,7.83
4136,8.42,8.42,7.08,9.17,8.33,8.17,7.0,7.92,7.75,6.67,7.58
4137,8.5,8.5,7.08,8.0,7.5,8.0,7.75,7.83,7.33,8.08,6.92
4138,8.67,8.33,7.17,8.25,6.75,7.58,7.42,7.75,8.58,6.25,7.58
4139,8.75,8.42,6.75,8.67,7.92,7.33,7.58,7.17,7.25,7.0,7.67
4140,8.67,8.5,7.58,8.83,9.25,7.83,8.0,7.5,6.58,7.08,7.75
4141,8.0,8.75,7.17,8.58,6.58,7.67,7.75,8.25,7.83,7.83,7.17
4142,8.42,9.0,7.25,8.33,6.83,7.67,7.25,7.42,7.5,7.5,7.25
4143,8.75,8.83,6.92,8.42,8.0,7.5,7.0,8.5,7.5,7.67,7.92
4144,8.25,8.83,7.5,8.42,6.58,7.42,8.08,8.25,7.42,7.33,7.67
4145,8.58,8.5,7.42,8.42,8.0,7.92,7.75,7.17,7.58,8.08,7.5
4146,9.25,7.83,7.25,8.75,8.33,7.92,7.25,7.25,7.0,7.67,6.83
4147,8.5,8.83,7.92,8.42,6.67,7.42,7.83,7.25,6.83,6.83,8.33
4148,8.33,8.5,7.08,8.75,8.33,8.17,7.0,7.42,6.83,7.92,7.25
4149,8.83,8.25,7.83,8.75,7.58,7.25,7.33,7.25,7.92,8.25,8.5
4150,8.75,7.5,7.67,8.5,7.33,8.0,7.5,8.42,8.0,6.92,7.25
4151,8.17,8.5,8.0,8.33,7.0,6.67,7.75,7.67,7.42,7.08,6.75
4152,8.75,8.33,7.17,8.58,7.0,6.92,6.5,7.92,6.67,7.92,6.83
4153,8.25,9.17,7.58,8.25,6.75,7.5,7.0,8.0,7.08,7.92,7.58
4154,8.83,9.0,7.83,8.33,7.75,7.75,8.33,8.17,7.58,6.5,7.08
4155,8.75,8.17,7.33,8.42,7.17,6.92,7.5,7.92,6.92,8.42,7.5
4156,8.67,8.25,8.58,8.33,7.5,7.58,7.08,8.0,8.42,7.58,8.0
4157,7.92,7.92,7.58,8.0,7.92,7.25,6.5,7.25,7.75,7.83,7.25
4158,8.25,9.0,8.42,9.08,6.33,8.0,8.5,7.33,6.75,8.33,8.25
4159,8.5,8.58,7.58,8.5,7.75,8.42,7.92,7.83,7.08,7.58,7.67
4160,8.33,8.5,7.67,8.83,7.75,7.67,7.5,7.75,8.42,7.08,7.83
4161,8.83,8.58,7.67,8.08,6.75,8.0,7.5,7.08,7.08,7.33,6.67
4162,9.17,8.42,7.42,8.5,7.42,7.83,7.08,7.92,7.42,7.33,8.58
4163,8.25,8.92,7.33,8.25,7.08,7.83,7.17,7.42,7.25,7.5,7.33
4164,8.25,8.17,7.5,8.83,6.33,8.08,7.92,8.0,8.42,7.42,6.83
4165,8.67,8.83,7.58,8.0,7.58,8.0,7.42,8.17,7.17,6.75,7.42
4166,8.42,9.08,7.0,8.83,8.83,8.17,7.5,7.67,7.5,7.17,7.5
4167,9.0,8.25,7.75,8.67,7.33,8.0,7.42,7.5,7.58,7.5,7.42
4168,8.83,8.25,7.92,8.67,7.0,7.25,7.5,8.33,7.08,7.5,7.25
4169,8.67,8.75,7.75,8.42,7.83,7.0,7.0,7.58,7.25,7.25,8.08
4170,8.83,9.0,6.75,8.67,7.33,7.92,7.17,7.67,8.17,7.25,7.58
4171,9.0,9.0,8.0,9.0,7.67,7.75,7.75,7.25,7.75,7.58,7.33
4172,8.25,8.5,7.75,8.33,6.75,7.58,8.08,6.83,7.5,6.58,6.17
4173,8.83,8.75,7.33,8.0,7.83,7.33,7.33,7.25,7.08,7.17,8.33
4174,8.58,9.0,7.0,8.42,7.17,6.92,7.42,7.67,7.58,7.75,7.17
4175,8.17,8.58,7.17,7.92,7.58,7.67,7.08,7.5,7.92,7.17,8.33
4176,8.25,8.75,7.75,8.25,7.83,7.58,8.33,7.92,7.42,7.42,7.0
4177,8.08,8.58,6.33,8.67,7.08,6.33,7.42,7.42,7.17,7.42,8.0
4178,8.42,8.33,8.42,8.75,7.17,6.5,7.25,6.42,7.92,7.42,6.92
4179,8.17,8.0,7.92,8.75,7.92,7.75,7.42,7.67,7.25,7.83,7.83
4180,8.58,8.5,6.75,8.33,8.0,6.75,7.67,7.58,7.08,7.92,7.08
4181,8.33,8.25,8.25,8.33,7.67,6.83,7.33,8.0,7.58,7.42,7.58
4182,8.17,8.67,8.08,8.75,7.25,7.0,7.08,7.58,6.83,7.0,6.92
4183,7.92,8.83,8.08,8.67,7.58,7.5,8.0,6.83,7.58,7.0,8.08
4184,8.67,8.58,7.58,8.75,8.17,7.25,6.92,8.17,7.5,8.33,6.92
4185,8.33,8.08,7.5,8.58,7.67,7.83,7.58,6.83,7.67,7.83,7.42
4186,9.0,8.67,7.83,8.67,6.92,7.08,7.92,6.75,7.33,7.92,8.25
4187,8.33,9.08,6.75,8.58,7.33,7.25,7.58,7.67,7.83,6.08,7.67
4188,8.67,8.58,6.92,8.75,7.75,7.67,7.67,7.25,8.0,6.92,7.33
4189,8.42,8.08,7.17,8.67,7.25,7.75,8.42,7.17,7.42,6.67,7.67
4190,8.33,8.83,7.0,8.83,7.58,7.75,7.5,6.33,8.17,7.0,6.75
4191,8.5,9.08,7.25,8.67,8.17,7.33,7.58,7.33,7.33,8.17,7.83
4192,8.08,8.17,7.33,8.58,8.42,7.58,8.0,6.75,7.0,7.5,8.08
4193,8.08,8.33,7.25,8.42,7.92,7.75,7.42,7.67,7.92,7.17,6.75
4194,7.92,8.67,7.83,8.08,8.08,7.42,7.58,7.58,6.42,7.92,7.42
4195,8.08,8.67,7.5,8.75,7.75,7.33,7.17,8.0,8.42,7.42,6.92
4196,8.42,8.83,7.17,8.42,7.0,6.92,7.0,7.25,7.58,7.33,8.08
4197,8.58,8.08,7.25,8.58,6.92,6.92,7.08,7.83,8.33,7.08,7.75
4198,8.92,9.0,7.92,8.83,7.25,7.08,7.25,8.58,8.33,6.58,7.33
4199,8.58,8.75,7.33,8.5,6.58,8.25,7.83,7.5,8.08,7.67,7.17
4200,8.42,8.5,7.5,8.42,7.0,7.67,7.0,7.5,7.58,7.42,7.08
4201,8.58,9.0,7.25,8.17,7.92,8.5,7.83,7.5,6.42,7.0,7.08
4202,8.08,8.17,8.0,8.83,8.33,6.58,8.17,7.33,6.25,7.5,7.25
4203,8.42,8.67,7.67,8.67,7.17,7.5,8.67,7.42,7.75,7.92,7.5
4204,8.67,8.08,7.42,8.33,7.42,7.92,7.25,7.25,8.42,7.67,7.58
4205,8.92,8.92,8.67,8.75,7.42,7.25,7.58,7.08,8.0,7.5,8.08
4206,8.0,8.5,7.08,8.58,7.83,7.08,7.17,7.08,7.75,6.42,7.0
4207,8.58,7.83,7.92,8.75,7.33,8.0,7.75,8.58,6.83,7.58,7.33
4208,8.83,8.42,8.33,8.33,7.75,7.92,8.83,7.25,7.58,8.58,8.67
4209,9.17,8.83,8.25,8.25,7.75,7.08,7.0,7.08,6.92,6.83,6.58
4210,8.5,8.42,7.92,8.92,7.58,7.42,7.25,6.92,8.33,8.0,8.0
4211,8.42,8.67,7.42,8.58,6.92,7.67,7.5,7.25,7.25,8.0,7.67
4212,8.33,8.25,7.5,9.0,6.58,7.42,7.92,7.17,7.08,6.83,8.25
4213,8.67,8.5,6.42,8.5,7.58,7.17,8.08,7.08,7.42,7.58,7.17
4214,8.75,9.17,7.83,8.17,7.83,7.83,8.5,7.08,7.5,7.17,7.25
4215,8.75,8.0,7.58,8.58,8.33,6.5,7.25,6.92,7.67,7.17,7.92
4216,8.25,8.58,6.75,8.83,7.75,7.58,7.5,8.17,7.75,8.25,8.08
4217,8.25,8.33,7.25,8.42,6.83,7.08,6.92,7.92,7.75,8.33,7.83
4218,8.33,7.92,7.08,8.58,7.58,7.58,7.17,7.25,7.5,7.83,6.33
4219,8.92,8.58,6.92,7.75,7.83,8.0,6.92,8.08,7.42,7.83,6.42
4220,8.17,8.67,8.0,8.42,6.58,7.83,6.58,7.75,7.83,8.08,6.75
4221,8.33,8.67,7.5,8.17,7.08,7.33,7.0,7.75,7.5,7.83,7.92
4222,8.17,8.67,7.58,8.75,6.5,7.25,8.0,7.33,7.33,8.08,7.08
4223,9.25,9.17,6.92,9.0,7.42,7.17,7.42,6.75,6.83,7.25,8.25
4224,8.0,9.42,6.83,8.17,7.83,7.75,7.58,7.5,7.25,7.92,6.92
4225,8.25,7.92,6.92,8.17,7.33,7.17,7.83,7.25,7.25,7.08,7.58
4226,8.67,8.33,7.75,8.58,7.33,7.17,7.33,7.08,7.33,8.42,7.0
4227,8.25,8.75,7.0,9.17,7.0,6.92,7.33,7.25,6.75,7.33,7.08
4228,8.42,8.5,7.58,8.75,8.0,7.17,8.33,7.33,6.42,7.17,7.25
4229,8.5,8.67,7.42,8.08,8.08,6.67,7.75,7.33,7.33,7.92,7.83
4230,9.25,8.25,7.58,8.58,7.33,8.17,7.33,7.5,7.83,7.75,7.08
4231,8.92,9.0,7.75,8.5,7.08,7.08,8.0,7.58,7.92,7.33,7.08
4232,8.25,8.75,7.58,8.75,7.42,7.58,7.33,7.83,7.42,7.5,7.5
4233,8.58,8.17,7.75,8.67,7.83,7.67,7.08,7.42,6.67,8.5,7.83
4234,8.08,8.5,7.42,8.42,7.5,8.0,7.58,7.42,7.25,7.25,8.0
4235,8.42,8.33,7.92,9.08,7.0,7.58,7.75,7.42,7.33,7.08,7.0
4236,8.58,8.5,6.92,8.42,6.75,7.67,7.42,7.58,6.92,7.08,7.25
4237,8.25,8.58,8.0,9.0,8.25,7.42,6.92,7.42,7.25,8.42,8.17
4238,8.75,9.08,7.33,8.58,7.42,7.5,8.08,7.75,7.42,7.92,7.92
4239,9.0,8.33,6.92,8.75,7.17,7.0,8.42,7.5,7.5,7.25,7.67
4240,8.67,8.75,7.0,8.92,7.17,7.75,6.5,8.08,7.33,7.75,7.42
4241,8.25,8.5,6.58,8.83,7.92,7.83,6.92,7.92,7.83,7.08,7.5
4242,8.67,8.0,6.83,8.5,7.25,7.83,7.75,7.83,8.17,6.67,6.83
4243,8.67,8.42,7.08,8.0,7.25,7.08,6.58,7.42,7.42,7.5,6.67
4244,8.42,8.42,8.08,8.5,8.17,7.83,7.92,7.17,6.17,7.5,7.5
4245,7.83,8.42,8.17,8.83,8.08,8.25,6.92,7.42,6.75,6.92,7.17
4246,8.58,8.67,8.08,9.0,7.17,7.58,7.33,7.08,7.33,7.58,7.42
4247,8.42,8.58,8.33,8.33,6.83,7.83,6.42,7.42,7.58,7.58,7.83
4248,8.5,8.58,8.0,8.5,8.33,7.5,7.75,8.33,7.33,7.58,8.25
4249,8.75,8.58,8.58,8.92,7.33,7.08,8.0,7.5,7.67,6.0,8.33
4250,8.17,7.83,7.5,8.5,7.75,7.92,7.17,7.58,7.75,7.5,7.42
4251,9.17,8.33,7.92,8.42,7.17,7.33,8.42,7.0,7.83,7.75,7.17
4252,8.75,8.33,7.58,8.67,7.33,7.25,7.5,7.58,7.42,7.83,7.42
4253,7.75,8.25,8.08,8.17,7.33,7.33,8.58,7.83,7.17,6.83,7.5
4254,8.5,7.83,8.25,8.17,6.5,8.0,7.92,7.83,6.67,7.5,7.83
4255,8.92,7.92,7.0,8.42,8.17,7.67,7.92,7.42,7.0,7.58,8.67
4256,8.17,8.42,7.75,8.17,7.17,7.75,8.0,6.92,7.75,6.75,7.17
4257,8.58,8.83,8.08,8.42,7.92,6.42,7.17,6.75,7.33,7.08,7.33
4258,8.08,8.25,8.0,8.58,7.17,7.42,7.75,7.25,7.92,8.17,8.58
4259,8.33,8.5,7.83,8.83,7.0,7.33,7.92,7.75,8.5,7.67,7.92
4260,8.75,8.75,7.33,8.42,7.33,8.0,7.33,6.25,7.67,7.67,6.75
4261,8.25,8.58,7.17,8.33,7.75,7.25,7.67,6.67,7.33,7.25,7.83
4262,8.25,9.25,7.33,8.58,7.5,7.08,7.33,7.08,7.58,7.58,7.33
4263,8.67,8.33,7.25,9.17,6.92,7.67,7.58,7.08,8.17,7.0,7.0
